dates,ID,turno,linea_utilizada,produccion,piezas_a_scrap,apellido,nombre
"Oct 11, 2025",1525,Tarde,Linea 2,159,4,Díaz,Antonio
"Oct 11, 2025",1526,Noche,Linea 1,196,5,Pérez,Carmen
"Oct 11, 2025",1527,Noche,Linea 2,233,6,González,Luis
"Oct 12, 2025",1528,Mañana,Linea 1,184,7,García,Carlos
"Oct 12, 2025",1529,Mañana,Linea 2,221,8,Torres,Javier
"Oct 12, 2025",1530,Tarde,Linea 1,172,9,Flores,Rosa
"Oct 12, 2025",1531,Tarde,Linea 2,209,10,Hernández,María
"Oct 12, 2025",1532,Noche,Linea 1,160,11,Ruiz,Francisco
"Oct 12, 2025",1533,Noche,Linea 2,197,12,Ramírez,Elena
"Oct 13, 2025",1534,Mañana,Linea 1,234,0,Fernández,José
"Oct 13, 2025",1535,Mañana,Linea 2,185,1,López,Pedro
"Oct 13, 2025",1536,Tarde,Linea 1,222,2,Morales,Patricia
"Oct 13, 2025",1537,Tarde,Linea 2,173,3,Sánchez,Miguel
"Oct 13, 2025",1538,Noche,Linea 1,210,4,Rodríguez,Laura
"Oct 13, 2025",1539,Noche,Linea 2,161,5,Martínez,Ana
"Oct 14, 2025",1540,Mañana,Linea 1,198,6,Díaz,Antonio
"Oct 14, 2025",1541,Mañana,Linea 2,235,7,Pérez,Carmen
"Oct 14, 2025",1542,Tarde,Linea 1,186,8,González,Luis
"Oct 14, 2025",1543,Tarde,Linea 2,223,9,García,Carlos
"Oct 14, 2025",1544,Noche,Linea 1,174,10,Torres,Javier
"Oct 14, 2025",1545,Noche,Linea 2,211,11,Flores,Rosa
"Oct 15, 2025",1546,Mañana,Linea 1,162,12,Hernández,María
"Oct 15, 2025",1547,Mañana,Linea 2,199,0,Ruiz,Francisco
"Oct 15, 2025",1548,Tarde,Linea 1,150,1,Ramírez,Elena
"Oct 15, 2025",1549,Tarde,Linea 2,187,2,Fernández,José
"Oct 15, 2025",1550,Noche,Linea 1,224,3,López,Pedro
"Oct 15, 2025",1551,Noche,Linea 2,175,4,Morales,Patricia
"Oct 16, 2025",1552,Mañana,Linea 1,212,5,Sánchez,Miguel
"Oct 16, 2025",1553,Mañana,Linea 2,163,6,Rodríguez,Laura
"Oct 16, 2025",1554,Tarde,Linea 1,200,7,Martínez,Ana
"Oct 16, 2025",1555,Tarde,Linea 2,151,8,Díaz,Antonio
"Oct 16, 2025",1556,Noche,Linea 1,188,9,Pérez,Carmen
"Oct 16, 2025",1557,Noche,Linea 2,225,10,González,Luis
"Oct 17, 2025",1558,Mañana,Linea 1,176,11,García,Carlos
"Oct 17, 2025",1559,Mañana,Linea 2,213,12,Torres,Javier
"Oct 17, 2025",1560,Tarde,Linea 1,164,0,Flores,Rosa
"Oct 17, 2025",1561,Tarde,Linea 2,201,1,Hernández,María
"Oct 17, 2025",1562,Noche,Linea 1,152,2,Ruiz,Francisco
"Oct 17, 2025",1563,Noche,Linea 2,189,3,Ramírez,Elena
"Oct 18, 2025",1564,Mañana,Linea 1,226,4,Fernández,José
"Oct 18, 2025",1565,Mañana,Linea 2,177,5,López,Pedro
"Oct 18, 2025",1566,Tarde,Linea 1,214,6,Morales,Patricia
"Oct 18, 2025",1567,Tarde,Linea 2,165,7,Sánchez,Miguel
"Oct 18, 2025",1568,Noche,Linea 1,202,8,Rodríguez,Laura
"Oct 18, 2025",1569,Noche,Linea 2,153,9,Martínez,Ana
"Oct 19, 2025",1570,Mañana,Linea 1,190,10,Díaz,Antonio
"Oct 19, 2025",1571,Mañana,Linea 2,227,11,Pérez,Carmen
"Oct 19, 2025",1572,Tarde,Linea 1,178,12,González,Luis
"Oct 19, 2025",1573,Tarde,Linea 2,215,0,García,Carlos
"Oct 19, 2025",1574,Noche,Linea 1,166,1,Torres,Javier
"Oct 19, 2025",1575,Noche,Linea 2,203,2,Flores,Rosa
"Oct 20, 2025",1576,Mañana,Linea 1,154,3,Hernández,María
"Oct 20, 2025",1577,Mañana,Linea 2,191,4,Ruiz,Francisco
"Oct 20, 2025",1578,Tarde,Linea 1,228,5,Ramírez,Elena
"Oct 20, 2025",1579,Tarde,Linea 2,179,6,Fernández,José
"Oct 20, 2025",1580,Noche,Linea 1,216,7,López,Pedro
"Oct 20, 2025",1581,Noche,Linea 2,167,8,Morales,Patricia
"Oct 21, 2025",1582,Mañana,Linea 1,204,9,Sánchez,Miguel
"Oct 21, 2025",1583,Mañana,Linea 2,155,10,Rodríguez,Laura
"Oct 21, 2025",1584,Tarde,Linea 1,192,11,Martínez,Ana
"Oct 21, 2025",1585,Tarde,Linea 2,229,12,Díaz,Antonio
"Oct 21, 2025",1586,Noche,Linea 1,180,0,Pérez,Carmen
"Oct 21, 2025",1587,Noche,Linea 2,217,1,González,Luis
"Oct 22, 2025",1588,Mañana,Linea 1,168,2,García,Carlos
"Oct 22, 2025",1589,Mañana,Linea 2,205,3,Torres,Javier
"Oct 22, 2025",1590,Tarde,Linea 1,156,4,Flores,Rosa
"Oct 22, 2025",1591,Tarde,Linea 2,193,5,Hernández,María
"Oct 22, 2025",1592,Noche,Linea 1,230,6,Ruiz,Francisco
"Oct 22, 2025",1593,Noche,Linea 2,181,7,Ramírez,Elena
"Oct 23, 2025",1594,Mañana,Linea 1,218,8,Fernández,José
"Oct 23, 2025",1595,Mañana,Linea 2,169,9,López,Pedro
"Oct 23, 2025",1596,Tarde,Linea 1,206,10,Morales,Patricia
"Oct 23, 2025",1597,Tarde,Linea 2,157,11,Sánchez,Miguel
"Oct 23, 2025",1598,Noche,Linea 1,194,12,Rodríguez,Laura
"Oct 23, 2025",1599,Noche,Linea 2,231,0,Martínez,Ana
"Oct 24, 2025",1600,Mañana,Linea 1,182,1,Díaz,Antonio
"Oct 24, 2025",1601,Mañana,Linea 2,219,2,Pérez,Carmen
"Oct 24, 2025",1602,Tarde,Linea 1,170,3,González,Luis
"Oct 24, 2025",1603,Tarde,Linea 2,207,4,García,Carlos
"Oct 24, 2025",1604,Noche,Linea 1,158,5,Torres,Javier
"Oct 24, 2025",1605,Noche,Linea 2,195,6,Flores,Rosa
"Oct 25, 2025",1606,Mañana,Linea 1,232,7,Hernández,María
"Oct 25, 2025",1607,Mañana,Linea 2,183,8,Ruiz,Francisco
"Oct 25, 2025",1608,Tarde,Linea 1,220,9,Ramírez,Elena
"Oct 25, 2025",1609,Tarde,Linea 2,171,10,Fernández,José
"Oct 25, 2025",1610,Noche,Linea 1,208,11,López,Pedro
"Oct 25, 2025",1611,Noche,Linea 2,159,12,Morales,Patricia
"Oct 26, 2025",1612,Mañana,Linea 1,196,0,Sánchez,Miguel
"Oct 26, 2025",1613,Mañana,Linea 2,233,1,Rodríguez,Laura
"Oct 26, 2025",1614,Tarde,Linea 1,184,2,Martínez,Ana
"Oct 26, 2025",1615,Tarde,Linea 2,221,3,Díaz,Antonio
"Oct 26, 2025",1616,Noche,Linea 1,172,4,Pérez,Carmen
"Oct 26, 2025",1617,Noche,Linea 2,209,5,González,Luis
"Oct 27, 2025",1618,Mañana,Linea 1,160,6,García,Carlos
"Oct 27, 2025",1619,Mañana,Linea 2,197,7,Torres,Javier
"Oct 27, 2025",1620,Tarde,Linea 1,234,8,Flores,Rosa
"Oct 27, 2025",1621,Tarde,Linea 2,185,9,Hernández,María
"Oct 27, 2025",1622,Noche,Linea 1,222,10,Ruiz,Francisco
"Oct 27, 2025",1623,Noche,Linea 2,173,11,Ramírez,Elena
"Oct 28, 2025",1624,Mañana,Linea 1,210,12,Fernández,José
"Oct 28, 2025",1625,Mañana,Linea 2,161,0,López,Pedro
"Oct 28, 2025",1626,Tarde,Linea 1,198,1,Morales,Patricia
"Oct 28, 2025",1627,Tarde,Linea 2,235,2,Sánchez,Miguel
"Oct 28, 2025",1628,Noche,Linea 1,186,3,Rodríguez,Laura
"Oct 28, 2025",1629,Noche,Linea 2,223,4,Martínez,Ana
"Oct 29, 2025",1630,Mañana,Linea 1,174,5,Díaz,Antonio
"Oct 29, 2025",1631,Mañana,Linea 2,211,6,Pérez,Carmen
"Oct 29, 2025",1632,Tarde,Linea 1,162,7,González,Luis
"Oct 29, 2025",1633,Tarde,Linea 2,199,8,García,Carlos
"Oct 29, 2025",1634,Noche,Linea 1,150,9,Torres,Javier
"Oct 29, 2025",1635,Noche,Linea 2,187,10,Flores,Rosa
"Oct 30, 2025",1636,Mañana,Linea 1,224,11,Hernández,María
"Oct 30, 2025",1637,Mañana,Linea 2,175,12,Ruiz,Francisco
"Oct 30, 2025",1638,Tarde,Linea 1,212,0,Ramírez,Elena
"Oct 30, 2025",1639,Tarde,Linea 2,163,1,Fernández,José
"Oct 30, 2025",1640,Noche,Linea 1,200,2,López,Pedro
"Oct 30, 2025",1641,Noche,Linea 2,151,3,Morales,Patricia
"Oct 31, 2025",1642,Mañana,Linea 1,188,4,Sánchez,Miguel
"Oct 31, 2025",1643,Mañana,Linea 2,225,5,Rodríguez,Laura
"Oct 31, 2025",1644,Tarde,Linea 1,176,6,Martínez,Ana
"Oct 31, 2025",1645,Tarde,Linea 2,213,7,Díaz,Antonio
"Oct 31, 2025",1646,Noche,Linea 1,164,8,Pérez,Carmen
"Oct 31, 2025",1647,Noche,Linea 2,201,9,González,Luis
"Nov 1, 2025",1648,Mañana,Linea 1,152,10,García,Carlos
"Nov 1, 2025",1649,Mañana,Linea 2,189,11,Torres,Javier
"Nov 1, 2025",1650,Tarde,Linea 1,226,12,Flores,Rosa
"Nov 1, 2025",1651,Tarde,Linea 2,177,0,Hernández,María
"Nov 1, 2025",1652,Noche,Linea 1,214,1,Ruiz,Francisco
"Nov 1, 2025",1653,Noche,Linea 2,165,2,Ramírez,Elena
"Nov 2, 2025",1654,Mañana,Linea 1,202,3,Fernández,José
"Nov 2, 2025",1655,Mañana,Linea 2,153,4,López,Pedro
"Nov 2, 2025",1656,Tarde,Linea 1,190,5,Morales,Patricia
"Nov 2, 2025",1657,Tarde,Linea 2,227,6,Sánchez,Miguel
"Nov 2, 2025",1658,Noche,Linea 1,178,7,Rodríguez,Laura
"Nov 2, 2025",1659,Noche,Linea 2,215,8,Martínez,Ana
"Nov 3, 2025",1660,Mañana,Linea 1,166,9,Díaz,Antonio
"Nov 3, 2025",1661,Mañana,Linea 2,203,10,Pérez,Carmen
"Nov 3, 2025",1662,Tarde,Linea 1,154,11,González,Luis
"Nov 3, 2025",1663,Tarde,Linea 2,191,12,García,Carlos
"Nov 3, 2025",1664,Noche,Linea 1,228,0,Torres,Javier
"Nov 3, 2025",1665,Noche,Linea 2,179,1,Flores,Rosa
"Nov 4, 2025",1666,Mañana,Linea 1,216,2,Hernández,María
"Nov 4, 2025",1667,Mañana,Linea 2,167,3,Ruiz,Francisco
"Nov 4, 2025",1668,Tarde,Linea 1,204,4,Ramírez,Elena
"Nov 4, 2025",1669,Tarde,Linea 2,155,5,Fernández,José
"Nov 4, 2025",1670,Noche,Linea 1,192,6,López,Pedro
"Nov 4, 2025",1671,Noche,Linea 2,229,7,Morales,Patricia
"Nov 5, 2025",1672,Mañana,Linea 1,180,8,Sánchez,Miguel
"Nov 5, 2025",1673,Mañana,Linea 2,217,9,Rodríguez,Laura
"Nov 5, 2025",1674,Tarde,Linea 1,168,10,Martínez,Ana
"Nov 5, 2025",1675,Tarde,Linea 2,205,11,Díaz,Antonio
"Nov 5, 2025",1676,Noche,Linea 1,156,12,Pérez,Carmen
"Nov 5, 2025",1677,Noche,Linea 2,193,0,González,Luis
"Nov 6, 2025",1678,Mañana,Linea 1,230,1,García,Carlos
"Nov 6, 2025",1679,Mañana,Linea 2,181,2,Torres,Javier
"Nov 6, 2025",1680,Tarde,Linea 1,218,3,Flores,Rosa
"Nov 6, 2025",1681,Tarde,Linea 2,169,4,Hernández,María
"Nov 6, 2025",1682,Noche,Linea 1,206,5,Ruiz,Francisco
"Nov 6, 2025",1683,Noche,Linea 2,157,6,Ramírez,Elena
"Nov 7, 2025",1684,Mañana,Linea 1,194,7,Fernández,José
"Nov 7, 2025",1685,Mañana,Linea 2,231,8,López,Pedro
"Nov 7, 2025",1686,Tarde,Linea 1,182,9,Morales,Patricia
"Nov 7, 2025",1687,Tarde,Linea 2,219,10,Sánchez,Miguel
"Nov 7, 2025",1688,Noche,Linea 1,170,11,Rodríguez,Laura
"Nov 7, 2025",1689,Noche,Linea 2,207,12,Martínez,Ana
"Nov 8, 2025",1690,Mañana,Linea 1,158,0,Díaz,Antonio
"Nov 8, 2025",1691,Mañana,Linea 2,195,1,Pérez,Carmen
"Nov 8, 2025",1692,Tarde,Linea 1,232,2,González,Luis
"Nov 8, 2025",1693,Tarde,Linea 2,183,3,García,Carlos
"Nov 8, 2025",1694,Noche,Linea 1,220,4,Torres,Javier
"Nov 8, 2025",1695,Noche,Linea 2,171,5,Flores,Rosa
"Nov 9, 2025",1696,Mañana,Linea 1,208,6,Hernández,María
"Nov 9, 2025",1697,Mañana,Linea 2,159,7,Ruiz,Francisco
"Nov 9, 2025",1698,Tarde,Linea 1,196,8,Ramírez,Elena
"Nov 9, 2025",1699,Tarde,Linea 2,233,9,Fernández,José
"Nov 9, 2025",1700,Noche,Linea 1,184,10,López,Pedro
"Nov 9, 2025",1701,Noche,Linea 2,221,11,Morales,Patricia
"Nov 10, 2025",1702,Mañana,Linea 1,172,12,Sánchez,Miguel
"Nov 10, 2025",1703,Mañana,Linea 2,209,0,Rodríguez,Laura
"Nov 10, 2025",1704,Tarde,Linea 1,160,1,Martínez,Ana
"Nov 10, 2025",1705,Tarde,Linea 2,197,2,Díaz,Antonio
"Nov 10, 2025",1706,Noche,Linea 1,234,3,Pérez,Carmen
"Nov 10, 2025",1707,Noche,Linea 2,185,4,González,Luis
"Nov 11, 2025",1708,Mañana,Linea 1,222,5,García,Carlos
"Nov 11, 2025",1709,Mañana,Linea 2,173,6,Torres,Javier
"Nov 11, 2025",1710,Tarde,Linea 1,210,7,Flores,Rosa
"Nov 11, 2025",1711,Tarde,Linea 2,161,8,Hernández,María
"Nov 11, 2025",1712,Noche,Linea 1,198,9,Ruiz,Francisco
"Nov 11, 2025",1713,Noche,Linea 2,235,10,Ramírez,Elena
"Nov 12, 2025",1714,Mañana,Linea 1,186,11,Fernández,José
"Nov 12, 2025",1715,Mañana,Linea 2,223,12,López,Pedro
"Nov 12, 2025",1716,Tarde,Linea 1,174,0,Morales,Patricia
"Nov 12, 2025",1717,Tarde,Linea 2,211,1,Sánchez,Miguel
"Nov 12, 2025",1718,Noche,Linea 1,162,2,Rodríguez,Laura
"Nov 12, 2025",1719,Noche,Linea 2,199,3,Martínez,Ana
"Nov 13, 2025",1720,Mañana,Linea 1,150,4,Díaz,Antonio
"Nov 13, 2025",1721,Mañana,Linea 2,187,5,Pérez,Carmen
"Nov 13, 2025",1722,Tarde,Linea 1,224,6,González,Luis
"Nov 13, 2025",1723,Tarde,Linea 2,175,7,García,Carlos
"Nov 13, 2025",1724,Noche,Linea 1,212,8,Torres,Javier
"Nov 13, 2025",1725,Noche,Linea 2,163,9,Flores,Rosa
"Nov 14, 2025",1726,Mañana,Linea 1,200,10,Hernández,María
"Nov 14, 2025",1727,Mañana,Linea 2,151,11,Ruiz,Francisco
"Nov 14, 2025",1728,Tarde,Linea 1,188,12,Ramírez,Elena
"Nov 14, 2025",1729,Tarde,Linea 2,225,0,Fernández,José
"Nov 14, 2025",1730,Noche,Linea 1,176,1,López,Pedro
"Nov 14, 2025",1731,Noche,Linea 2,213,2,Morales,Patricia
"Nov 15, 2025",1732,Mañana,Linea 1,164,3,Sánchez,Miguel
"Nov 15, 2025",1733,Mañana,Linea 2,201,4,Rodríguez,Laura
"Nov 15, 2025",1734,Tarde,Linea 1,152,5,Martínez,Ana
"Nov 15, 2025",1735,Tarde,Linea 2,189,6,Díaz,Antonio
"Nov 15, 2025",1736,Noche,Linea 1,226,7,Pérez,Carmen
"Nov 15, 2025",1737,Noche,Linea 2,177,8,González,Luis
"Nov 16, 2025",1738,Mañana,Linea 1,214,9,García,Carlos
"Nov 16, 2025",1739,Mañana,Linea 2,165,10,Torres,Javier
"Nov 16, 2025",1740,Tarde,Linea 1,202,11,Flores,Rosa
"Nov 16, 2025",1741,Tarde,Linea 2,153,12,Hernández,María
"Nov 16, 2025",1742,Noche,Linea 1,190,0,Ruiz,Francisco
"Nov 16, 2025",1743,Noche,Linea 2,227,1,Ramírez,Elena
"Nov 17, 2025",1744,Mañana,Linea 1,178,2,Fernández,José
"Nov 17, 2025",1745,Mañana,Linea 2,215,3,López,Pedro
"Nov 17, 2025",1746,Tarde,Linea 1,166,4,Morales,Patricia
"Nov 17, 2025",1747,Tarde,Linea 2,203,5,Sánchez,Miguel
"Nov 17, 2025",1748,Noche,Linea 1,154,6,Rodríguez,Laura
"Nov 17, 2025",1749,Noche,Linea 2,191,7,Martínez,Ana
"Nov 18, 2025",1750,Mañana,Linea 1,228,8,Díaz,Antonio
"Nov 18, 2025",1751,Mañana,Linea 2,179,9,Pérez,Carmen
"Nov 18, 2025",1752,Tarde,Linea 1,216,10,González,Luis
"Nov 18, 2025",1753,Tarde,Linea 2,167,11,García,Carlos
"Nov 18, 2025",1754,Noche,Linea 1,204,12,Torres,Javier
"Nov 18, 2025",1755,Noche,Linea 2,155,0,Flores,Rosa
"Nov 19, 2025",1756,Mañana,Linea 1,192,1,Hernández,María
"Nov 19, 2025",1757,Mañana,Linea 2,229,2,Ruiz,Francisco
"Nov 19, 2025",1758,Tarde,Linea 1,180,3,Ramírez,Elena
"Nov 19, 2025",1759,Tarde,Linea 2,217,4,Fernández,José
"Nov 19, 2025",1760,Noche,Linea 1,168,5,López,Pedro
"Nov 19, 2025",1761,Noche,Linea 2,205,6,Morales,Patricia
"Nov 20, 2025",1762,Mañana,Linea 1,156,7,Sánchez,Miguel
"Nov 20, 2025",1763,Mañana,Linea 2,193,8,Rodríguez,Laura
"Nov 20, 2025",1764,Tarde,Linea 1,230,9,Martínez,Ana
"Nov 20, 2025",1765,Tarde,Linea 2,181,10,Díaz,Antonio
"Nov 20, 2025",1766,Noche,Linea 1,218,11,Pérez,Carmen
"Nov 20, 2025",1767,Noche,Linea 2,169,12,González,Luis
"Nov 21, 2025",1768,Mañana,Linea 1,206,0,García,Carlos
"Nov 21, 2025",1769,Mañana,Linea 2,157,1,Torres,Javier
"Nov 21, 2025",1770,Tarde,Linea 1,194,2,Flores,Rosa
"Nov 21, 2025",1771,Tarde,Linea 2,231,3,Hernández,María
"Nov 21, 2025",1772,Noche,Linea 1,182,4,Ruiz,Francisco
"Nov 21, 2025",1773,Noche,Linea 2,219,5,Ramírez,Elena
"Nov 22, 2025",1774,Mañana,Linea 1,170,6,Fernández,José
"Nov 22, 2025",1775,Mañana,Linea 2,207,7,López,Pedro
"Nov 22, 2025",1776,Tarde,Linea 1,158,8,Morales,Patricia
"Nov 22, 2025",1777,Tarde,Linea 2,195,9,Sánchez,Miguel
"Nov 22, 2025",1778,Noche,Linea 1,232,10,Rodríguez,Laura
"Nov 22, 2025",1779,Noche,Linea 2,183,11,Martínez,Ana
"Nov 23, 2025",1780,Mañana,Linea 1,220,12,Díaz,Antonio
"Nov 23, 2025",1781,Mañana,Linea 2,171,0,Pérez,Carmen
"Nov 23, 2025",1782,Tarde,Linea 1,208,1,González,Luis
"Nov 23, 2025",1783,Tarde,Linea 2,159,2,García,Carlos
"Nov 23, 2025",1784,Noche,Linea 1,196,3,Torres,Javier
"Nov 23, 2025",1785,Noche,Linea 2,233,4,Flores,Rosa
"Nov 24, 2025",1786,Mañana,Linea 1,184,5,Hernández,María
"Nov 24, 2025",1787,Mañana,Linea 2,221,6,Ruiz,Francisco
"Nov 24, 2025",1788,Tarde,Linea 1,172,7,Ramírez,Elena
"Nov 24, 2025",1789,Tarde,Linea 2,209,8,Fernández,José
"Nov 24, 2025",1790,Noche,Linea 1,160,9,López,Pedro
"Nov 24, 2025",1791,Noche,Linea 2,197,10,Morales,Patricia
"Nov 25, 2025",1792,Mañana,Linea 1,234,11,Sánchez,Miguel
"Nov 25, 2025",1793,Mañana,Linea 2,185,12,Rodríguez,Laura
"Nov 25, 2025",1794,Tarde,Linea 1,222,0,Martínez,Ana
"Nov 25, 2025",1795,Tarde,Linea 2,173,1,Díaz,Antonio
"Nov 25, 2025",1796,Noche,Linea 1,210,2,Pérez,Carmen
"Nov 25, 2025",1797,Noche,Linea 2,161,3,González,Luis
"Nov 26, 2025",1798,Mañana,Linea 1,198,4,García,Carlos
"Nov 26, 2025",1799,Mañana,Linea 2,235,5,Torres,Javier
"Nov 26, 2025",1800,Tarde,Linea 1,186,6,Flores,Rosa
"Nov 26, 2025",1801,Tarde,Linea 2,223,7,Hernández,María
"Nov 26, 2025",1802,Noche,Linea 1,174,8,Ruiz,Francisco
"Nov 26, 2025",1803,Noche,Linea 2,211,9,Ramírez,Elena
"Nov 27, 2025",1804,Mañana,Linea 1,162,10,Fernández,José
"Nov 27, 2025",1805,Mañana,Linea 2,199,11,López,Pedro
"Nov 27, 2025",1806,Tarde,Linea 1,150,12,Morales,Patricia
"Nov 27, 2025",1807,Tarde,Linea 2,187,0,Sánchez,Miguel
"Nov 27, 2025",1808,Noche,Linea 1,224,1,Rodríguez,Laura
"Nov 27, 2025",1809,Noche,Linea 2,175,2,Martínez,Ana
"Nov 28, 2025",1810,Mañana,Linea 1,212,3,Díaz,Antonio
"Nov 28, 2025",1811,Mañana,Linea 2,163,4,Pérez,Carmen
"Nov 28, 2025",1812,Tarde,Linea 1,200,5,González,Luis
"Nov 28, 2025",1813,Tarde,Linea 2,151,6,García,Carlos
"Nov 28, 2025",1814,Noche,Linea 1,188,7,Torres,Javier
"Nov 28, 2025",1815,Noche,Linea 2,225,8,Flores,Rosa
"Nov 29, 2025",1816,Mañana,Linea 1,176,9,Hernández,María
"Nov 29, 2025",1817,Mañana,Linea 2,213,10,Ruiz,Francisco
"Nov 29, 2025",1818,Tarde,Linea 1,164,11,Ramírez,Elena
"Nov 29, 2025",1819,Tarde,Linea 2,201,12,Fernández,José
"Nov 29, 2025",1820,Noche,Linea 1,152,0,López,Pedro
"Nov 29, 2025",1821,Noche,Linea 2,189,1,Morales,Patricia
"Nov 30, 2025",1822,Mañana,Linea 1,226,2,Sánchez,Miguel
"Nov 30, 2025",1823,Mañana,Linea 2,177,3,Rodríguez,Laura
"Nov 30, 2025",1824,Tarde,Linea 1,214,4,Martínez,Ana
"Nov 30, 2025",1825,Tarde,Linea 2,165,5,Díaz,Antonio
"Nov 30, 2025",1826,Noche,Linea 1,202,6,Pérez,Carmen
"Nov 30, 2025",1827,Noche,Linea 2,153,7,González,Luis
"Dec 1, 2025",1828,Mañana,Linea 1,190,8,García,Carlos
"Dec 1, 2025",1829,Mañana,Linea 2,227,9,Torres,Javier
"Dec 1, 2025",1830,Tarde,Linea 1,178,10,Flores,Rosa
"Dec 1, 2025",1831,Tarde,Linea 2,215,11,Hernández,María
"Dec 1, 2025",1832,Noche,Linea 1,166,12,Ruiz,Francisco
"Dec 1, 2025",1833,Noche,Linea 2,203,0,Ramírez,Elena
"Dec 2, 2025",1834,Mañana,Linea 1,154,1,Fernández,José
"Dec 2, 2025",1835,Mañana,Linea 2,191,2,López,Pedro
"Dec 2, 2025",1836,Tarde,Linea 1,228,3,Morales,Patricia
"Dec 2, 2025",1837,Tarde,Linea 2,179,4,Sánchez,Miguel
"Dec 2, 2025",1838,Noche,Linea 1,216,5,Rodríguez,Laura
"Dec 2, 2025",1839,Noche,Linea 2,167,6,Martínez,Ana
"Dec 3, 2025",1840,Mañana,Linea 2,204,7,Díaz,Antonio
"Dec 3, 2025",1841,Tarde,Linea 2,155,8,Pérez,Carmen
"Dec 3, 2025",1842,Noche,Linea 2,192,9,González,Luis
"Dec 4, 2025",1843,Mañana,Linea 2,229,10,García,Carlos
"Dec 4, 2025",1844,Tarde,Linea 2,180,11,Torres,Javier
"Dec 4, 2025",1845,Noche,Linea 2,217,12,Flores,Rosa
"Dec 5, 2025",1846,Mañana,Linea 2,168,0,Hernández,María
"Dec 5, 2025",1847,Tarde,Linea 2,205,1,Ruiz,Francisco
"Dec 5, 2025",1848,Noche,Linea 2,156,2,Ramírez,Elena
"Dec 6, 2025",1849,Mañana,Linea 2,193,3,Fernández,José
"Dec 6, 2025",1850,Tarde,Linea 2,230,4,López,Pedro
"Dec 6, 2025",1851,Noche,Linea 2,181,5,Morales,Patricia
"Dec 7, 2025",1852,Mañana,Linea 2,218,6,Sánchez,Miguel
"Dec 7, 2025",1853,Tarde,Linea 2,169,7,Rodríguez,Laura
"Dec 7, 2025",1854,Noche,Linea 2,206,8,Martínez,Ana
"Dec 8, 2025",1855,Mañana,Linea 2,157,9,Díaz,Antonio
"Dec 8, 2025",1856,Tarde,Linea 2,194,10,Pérez,Carmen
"Dec 8, 2025",1857,Noche,Linea 2,231,11,González,Luis
"Dec 9, 2025",1858,Mañana,Linea 2,182,12,García,Carlos
"Dec 9, 2025",1859,Tarde,Linea 2,219,0,Torres,Javier
"Dec 9, 2025",1860,Noche,Linea 2,170,1,Flores,Rosa
"Dec 10, 2025",1861,Mañana,Linea 2,207,2,Hernández,María
"Dec 10, 2025",1862,Tarde,Linea 2,158,3,Ruiz,Francisco
"Dec 10, 2025",1863,Noche,Linea 2,195,4,Ramírez,Elena
"Dec 11, 2025",1864,Mañana,Linea 2,232,5,Fernández,José
"Dec 11, 2025",1865,Tarde,Linea 2,183,6,López,Pedro
"Dec 11, 2025",1866,Noche,Linea 2,220,7,Morales,Patricia
"Dec 12, 2025",1867,Mañana,Linea 2,171,8,Sánchez,Miguel
"Dec 12, 2025",1868,Tarde,Linea 2,208,9,Rodríguez,Laura
"Dec 12, 2025",1869,Noche,Linea 2,159,10,Martínez,Ana
"Dec 13, 2025",1870,Mañana,Linea 2,196,11,Díaz,Antonio
"Dec 13, 2025",1871,Tarde,Linea 2,233,12,Pérez,Carmen
"Dec 13, 2025",1872,Noche,Linea 2,184,0,González,Luis
"Dec 14, 2025",1873,Mañana,Linea 2,221,1,García,Carlos
"Dec 14, 2025",1874,Tarde,Linea 2,172,2,Torres,Javier
"Dec 14, 2025",1875,Noche,Linea 2,209,3,Flores,Rosa
"Dec 15, 2025",1876,Mañana,Linea 2,160,4,Hernández,María
"Dec 15, 2025",1877,Tarde,Linea 2,197,5,Ruiz,Francisco
"Dec 15, 2025",1878,Noche,Linea 2,234,6,Ramírez,Elena
"Dec 16, 2025",1879,Mañana,Linea 2,185,7,Fernández,José
"Dec 16, 2025",1880,Tarde,Linea 2,222,8,López,Pedro
"Dec 16, 2025",1881,Noche,Linea 2,173,9,Morales,Patricia
"Dec 17, 2025",1882,Mañana,Linea 2,210,10,Sánchez,Miguel
"Dec 17, 2025",1883,Tarde,Linea 2,161,11,Rodríguez,Laura
"Dec 17, 2025",1884,Noche,Linea 2,198,12,Martínez,Ana
"Dec 18, 2025",1885,Mañana,Linea 2,235,0,Díaz,Antonio
"Dec 18, 2025",1886,Tarde,Linea 2,186,1,Pérez,Carmen
"Dec 18, 2025",1887,Noche,Linea 2,223,2,González,Luis
"Dec 19, 2025",1888,Mañana,Linea 2,174,3,García,Carlos
"Dec 19, 2025",1889,Tarde,Linea 2,211,4,Torres,Javier
"Dec 19, 2025",1890,Noche,Linea 2,162,5,Flores,Rosa
"Dec 20, 2025",1891,Mañana,Linea 2,199,6,Hernández,María
"Dec 20, 2025",1892,Tarde,Linea 2,150,7,Ruiz,Francisco
"Dec 20, 2025",1893,Noche,Linea 2,187,8,Ramírez,Elena
"Dec 21, 2025",1894,Mañana,Linea 2,224,9,Fernández,José
"Dec 21, 2025",1895,Tarde,Linea 2,175,10,López,Pedro
"Dec 21, 2025",1896,Noche,Linea 2,212,11,Morales,Patricia
